[2025-10-23 05:13:43,748] Retailer → client | GET /status | 0 records | OK | 0ms
[2025-10-24 02:54:09,373] Supplier → client | GET /acp/schema/products | 0 records | OK | 1588ms
[2025-10-24 02:54:09,913] Supplier → client | GET /acp/schema/variants | 0 records | OK | 470ms
[2025-10-24 02:54:09,915] Supplier → client | GET /acp/schema/variants | 0 records | OK | 473ms
[2025-10-24 02:54:12,153] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2232ms
[2025-10-24 02:54:12,153] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2232ms
[2025-10-24 02:54:31,651] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-24 02:54:32,130] Supplier → client | GET /acp/schema | 2 records | OK | 473ms
[2025-10-24 02:54:32,680] Supplier → client | GET /acp/schema/products | 0 records | OK | 541ms
[2025-10-24 02:54:33,175] Supplier → client | GET /acp/schema/variants | 0 records | OK | 490ms
[2025-10-24 02:54:34,958] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1779ms
